"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","over50"
26," Private",109570," Some-college",10," Separated"," Sales"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
55," Self-emp-not-inc",185195," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
75," ?",173064," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
28," Private",42734," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",129620," 10th",6," Never-married"," Other-service"," Other-relative"," White"," Female",0,0,30," United-States"," <=50K"
42," Private",182108," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
40," Private",170108," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",187046," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,38," United-States"," <=50K"
47," Private",298130," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
33," Local-gov",70164," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,60," United-States"," <=50K"
59," Private",243226," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
25," Private",190107," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",137895," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
23," Private",133985," 10th",6," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
21," Private",265148," HS-grad",9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,38," Jamaica"," <=50K"
25," Private",168943," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,30," United-States"," >50K"
19," Federal-gov",27433," 12th",8," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
35," Private",181020," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
38," Local-gov",134444," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," <=50K"
36," Private",109133," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",167187," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
62," Private",81116," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,1974,40," United-States"," <=50K"
42," Private",66755," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," Other"," Male",0,0,40," United-States"," <=50K"
38," Private",172538," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
32," Local-gov",19302," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,56," England"," >50K"
51," Private",193374," 1st-4th",2," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
23," Private",192812," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
19," Private",125591," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",141118," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
25," Private",181528," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,43," United-States"," <=50K"
40," Private",163455," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,55," United-States"," >50K"
39," Private",206074," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
19," State-gov",194260," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
24," Private",138938," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",216181," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
48," Private",156926," Bachelors",13," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
65," Private",115890," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
58," Self-emp-not-inc",61474," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," >50K"
31," Private",344200," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
25," Private",131178," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,23," United-States"," <=50K"
40," ?",162108," Bachelors",13," Divorced"," ?"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
41," Private",242586," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Local-gov",153489," HS-grad",9," Married-civ-spouse"," Other-service"," Other-relative"," White"," Male",3137,0,40," United-States"," <=50K"
23," Private",186666," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
21," ?",277700," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
33," Private",69748," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
39," Private",99065," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,39," United-States"," <=50K"
20," Private",217807," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
23," Private",197207," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
61," Private",101500," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
19," Private",306467," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
19," Private",101509," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,32," United-States"," <=50K"
21," Private",118186," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
25," Private",344804," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,50," Mexico"," <=50K"
54," Private",398212," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",5013,0,40," United-States"," <=50K"
24," Private",192017," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
32," Private",124187," 9th",5," Married-civ-spouse"," Farming-fishing"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
57," Private",233382," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," Cuba"," <=50K"
23," Private",207546," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",60414," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
18," ?",191117," 11th",7," Never-married"," ?"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
56," ?",119254," 10th",6," Divorced"," ?"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
47," Private",73064," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",0,0,35," United-States"," <=50K"
30," Private",168443," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
51," Private",183709," Assoc-voc",11," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",315423," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,2042,50," United-States"," <=50K"
58," Private",220789," Bachelors",13," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
71," ?",116165," Some-college",10," Widowed"," ?"," Not-in-family"," White"," Female",0,0,14," Canada"," <=50K"
17," Private",110798," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
26," Private",125089," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",274724," Some-college",10," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,40," Nicaragua"," <=50K"
31," Federal-gov",386331," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,50," United-States"," <=50K"
64," Private",169604," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," Self-emp-not-inc",182752," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,35," United-States"," >50K"
29," Private",241667," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
37," ?",122265," HS-grad",9," Divorced"," ?"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,42," ?"," <=50K"
25," Private",129784," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
52," Private",74024," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
76," Self-emp-not-inc",253408," Some-college",10," Widowed"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
68," Self-emp-not-inc",133736," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",20051,0,40," United-States"," >50K"
41," Private",174575," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1887,45," United-States"," >50K"
58," Local-gov",239405," 5th-6th",3," Divorced"," Other-service"," Other-relative"," Black"," Female",0,0,40," Haiti"," <=50K"
44," Private",52028," 1st-4th",2," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Vietnam"," <=50K"
32," Private",167990," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",14084,0,40," United-States"," >50K"
45," Private",185385," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
45," Local-gov",175958," 9th",5," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",185520," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",8614,0,40," United-States"," >50K"
37," Local-gov",212005," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
49," Private",266150," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
22," Private",39432," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Local-gov",154950," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," >50K"
21," Private",314165," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," Columbia"," <=50K"
65," ?",224472," Prof-school",15," Never-married"," ?"," Not-in-family"," White"," Male",25124,0,80," United-States"," >50K"
50," Private",20795," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," >50K"
29," Private",253262," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
28," State-gov",225904," Prof-school",15," Never-married"," Prof-specialty"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",369825," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",4101,0,50," United-States"," <=50K"
18," Private",329054," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
49," Local-gov",119904," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,30," United-States"," >50K"
27," Private",91189," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",31143," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Self-emp-inc",202153," Masters",14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",148015," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,52," United-States"," <=50K"
33," Private",285131," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
57," Private",220871," 7th-8th",4," Widowed"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
45," Private",192776," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,55," United-States"," >50K"
45," Private",168038," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,32," United-States"," <=50K"
38," Private",103925," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
53," Private",121441," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
28," Private",297735," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
42," Self-emp-not-inc",217597," HS-grad",9," Divorced"," Sales"," Own-child"," White"," Male",0,0,50," ?"," <=50K"
35," Private",348690," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Private",169180," Assoc-voc",11," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
30," Self-emp-inc",356689," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
53," Private",209906," 1st-4th",2," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,35," Puerto-Rico"," <=50K"
38," Self-emp-not-inc",64875," HS-grad",9," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
34," Self-emp-not-inc",111985," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
30," Private",293512," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
35," Self-emp-inc",187053," Bachelors",13," Separated"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
19," Private",166153," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
29," Private",126060," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States"," >50K"
27," Self-emp-not-inc",334132," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,78," United-States"," <=50K"
35," Private",224889," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Local-gov",269168," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",0,0,40," ?"," <=50K"
36," Private",176050," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Local-gov",55363," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Federal-gov",210945," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
36," Private",198587," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",196584," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1564,40," United-States"," >50K"
36," Federal-gov",112847," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
30," Private",235124," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
34," Private",164190," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
59," Private",96459," 11th",7," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
46," Self-emp-not-inc",236852," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
48," Private",138069," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
37," Private",120590," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," >50K"
46," Private",74895," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1485,55," United-States"," <=50K"
50," Private",237819," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
64," Local-gov",116620," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
22," Private",399087," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," White"," Female",0,0,40," Mexico"," <=50K"
29," Private",154411," Assoc-voc",11," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",32950," Some-college",10," Never-married"," Sales"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",157568," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",178615," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2407,0,40," United-States"," <=50K"
35," Private",180342," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",234213," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",14344,0,48," United-States"," >50K"
35," Private",63921," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
30," Private",207937," Prof-school",15," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",10520,0,50," United-States"," >50K"
57," Private",69884," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," State-gov",357691," Masters",14," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
39," Self-emp-inc",117555," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
60," Local-gov",93272," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," State-gov",196827," Assoc-acdm",12," Never-married"," Tech-support"," Own-child"," White"," Male",0,0,10," United-States"," <=50K"
22," Private",168187," Some-college",10," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
40," Private",146520," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
39," Private",248694," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
23," Private",183358," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Puerto-Rico"," <=50K"
60," Private",207665," HS-grad",9," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,40," United-States"," >50K"
41," Local-gov",67671," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
19," Local-gov",176831," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,35," United-States"," <=50K"
47," Private",207140," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States"," <=50K"
46," Private",182689," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
27," ?",188711," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
24," Private",219754," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",335777," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
22," Private",203182," Bachelors",13," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
25," Private",198163," HS-grad",9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
64," Private",116084," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2635,0,40," United-States"," <=50K"
36," Private",250791," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
54," Private",76344," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
67," Self-emp-not-inc",107138," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Self-emp-not-inc",203039," 9th",5," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
62," Self-emp-inc",118725," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",20051,0,72," United-States"," >50K"
18," ?",298133," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",201579," 9th",5," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
30," Private",347166," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,60," United-States"," <=50K"
28," ?",230704," HS-grad",9," Never-married"," ?"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
32," Private",32406," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
30," Private",313038," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",184016," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
46," State-gov",107231," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1740,40," United-States"," <=50K"
24," Private",130741," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
54," Private",118108," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
48," Self-emp-not-inc",265477," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",107827," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,25," United-States"," <=50K"
40," Private",202565," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,52," United-States"," <=50K"
41," Local-gov",88904," Bachelors",13," Separated"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
29," Self-emp-inc",124950," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",183077," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
45," Local-gov",170099," Assoc-acdm",12," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",206351," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
45," Private",257609," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," Private",219632," 5th-6th",3," Married-spouse-absent"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
51," Private",106819," 7th-8th",4," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,19," United-States"," <=50K"
37," Private",160120," Masters",14," Never-married"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Male",0,0,40," South"," <=50K"
65," ?",325537," Assoc-voc",11," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States"," >50K"
54," Federal-gov",114674," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
32," Private",194141," HS-grad",9," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
23," Private",162945," 7th-8th",4," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
30," Private",151967," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,58," United-States"," <=50K"
39," Self-emp-not-inc",191342," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,50," South"," <=50K"
25," Private",308144," Bachelors",13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
27," Private",93021," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Other"," Female",0,0,40," United-States"," <=50K"
24," Private",220323," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
46," Private",234690," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
76," Private",125784," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",216845," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Male",0,0,42," United-States"," <=50K"
26," State-gov",58039," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Self-emp-not-inc",58683," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States"," >50K"
29," Local-gov",148182," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
27," Private",256764," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
37," Local-gov",98725," Bachelors",13," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,42," United-States"," <=50K"
17," Private",112291," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
53," Private",156843," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,1564,54," United-States"," >50K"
39," Private",58972," Assoc-acdm",12," Divorced"," Exec-managerial"," Unmarried"," White"," Male",1506,0,40," United-States"," <=50K"
25," State-gov",176077," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,37," United-States"," <=50K"
18," Private",242615," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
61," Private",129246," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
44," Private",239723," Some-college",10," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Female",1506,0,45," United-States"," <=50K"
20," Private",505980," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",104094," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",158924," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
